fecha;cod_municipio;municipio;cod_distrito;distrito;cod_barrio;barrio;num_personas;num_personas_hombres;num_personas_mujeres
1 de enero de 2018;28079;Madrid;8; Fuencarral-El Pardo;84;Pilar;46094;21107;24987
1 de enero de 2018;28079;Madrid;8; Fuencarral-El Pardo;85;LaPaz;33783;15826;17957
1 de enero de 2018;28079;Madrid;8; Fuencarral-El Pardo;86;Valverde;61941;29476;32465
1 de enero de 2018;28079;Madrid;8; Fuencarral-El Pardo;87;Mirasierra;32058;15329;16729
1 de enero de 2018;28079;Madrid;8; Fuencarral-El Pardo;88;ElGoloso;17950;8850;9100
1 de enero de 2018;28079;Madrid;9; Moncloa-Aravaca;91;CasadeCampo;12900;5935;6965
1 de enero de 2018;28079;Madrid;9; Moncloa-Aravaca;92;Argüelles;23992;10890;13102
1 de enero de 2018;28079;Madrid;9; Moncloa-Aravaca;93;CiudadUniversitaria;16097;7314;8783
1 de enero de 2018;28079;Madrid;9; Moncloa-Aravaca;94;Valdezarza;29418;13458;15960
1 de enero de 2018;28079;Madrid;9; Moncloa-Aravaca;95;Valdemarín;6560;3018;3542
1 de enero de 2018;28079;Madrid;9; Moncloa-Aravaca;96;ElPlantío;2720;1287;1433
1 de enero de 2018;28079;Madrid;9; Moncloa-Aravaca;97;Aravaca;26148;12341;13807
1 de enero de 2018;28079;Madrid;10; Latina;101;LosCármenes;17192;8102;9090
1 de enero de 2018;28079;Madrid;10; Latina;102;PuertadelÁngel;41397;19061;22336
1 de enero de 2018;28079;Madrid;10; Latina;103;Lucero;35488;16491;18997
1 de enero de 2018;28079;Madrid;10; Latina;104;Aluche;65961;30254;35707
1 de enero de 2018;28079;Madrid;10; Latina;105;Campamento;18983;8828;10155
1 de enero de 2018;28079;Madrid;10; Latina;106;CuatroVientos;5662;2870;2792
1 de enero de 2018;28079;Madrid;10; Latina;107;Águilas;51102;23786;27316
1 de enero de 2018;28079;Madrid;11; Carabanchel;111;Comillas;22248;10164;12084
1 de enero de 2018;28079;Madrid;11; Carabanchel;112;Opañel;32492;14796;17696
1 de enero de 2018;28079;Madrid;11; Carabanchel;113;SanIsidro;38554;17967;20587
1 de enero de 2018;28079;Madrid;11; Carabanchel;114;VistaAlegre;45008;20480;24528
1 de enero de 2018;28079;Madrid;11; Carabanchel;115;PuertaBonita;33933;15942;17991
1 de enero de 2018;28079;Madrid;11; Carabanchel;116;Buenavista;46216;22332;23884
1 de enero de 2018;28079;Madrid;11; Carabanchel;117;Abrantes;29769;13844;15925
1 de enero de 2018;28079;Madrid;12; Usera;121;Orcasitas;22555;10634;11921
1 de enero de 2018;28079;Madrid;12; Usera;122;Orcasur;13572;6576;6996
1 de enero de 2018;28079;Madrid;12; Usera;123;SanFermín;23209;11111;12098
1 de enero de 2018;28079;Madrid;12; Usera;124;Almendrales;20986;9824;11162
1 de enero de 2018;28079;Madrid;12; Usera;125;Moscardó;25726;11971;13755
1 de enero de 2018;28079;Madrid;12; Usera;126;Zofío;13697;6371;7326
1 de enero de 2018;28079;Madrid;12; Usera;127;Pradolongo;17233;8095;9138
1 de enero de 2018;28079;Madrid;13; Puente de Vallecas;131;Entrevías;33986;16314;17672
1 de enero de 2018;28079;Madrid;13; Puente de Vallecas;132;SanDiego;40267;19037;21230
1 de enero de 2018;28079;Madrid;13; Puente de Vallecas;133;PalomerasBajas;39669;18614;21055
1 de enero de 2018;28079;Madrid;13; Puente de Vallecas;134;PalomerasSureste;42120;20115;22005
1 de enero de 2018;28079;Madrid;13; Puente de Vallecas;135;Portazgo;27908;13033;14875
1 de enero de 2018;28079;Madrid;13; Puente de Vallecas;136;Numancia;46538;21931;24607
1 de enero de 2018;28079;Madrid;14; Moratalaz;141;Pavones;9081;4174;4907
1 de enero de 2018;28079;Madrid;14; Moratalaz;142;Horcajo;6326;3031;3295
1 de enero de 2018;28079;Madrid;14; Moratalaz;143;Marroquina;27378;12742;14636
1 de enero de 2018;28079;Madrid;14; Moratalaz;144;MediaLegua;17757;8090;9667
1 de enero de 2018;28079;Madrid;14; Moratalaz;145;Fontarrón;16902;7730;9172
1 de enero de 2018;28079;Madrid;14; Moratalaz;146;Vinateros;16817;7436;9381
1 de enero de 2018;28079;Madrid;15; Ciudad Lineal;151;Ventas;47744;21405;26339
1 de enero de 2018;28079;Madrid;15; Ciudad Lineal;152;PuebloNuevo;61160;28300;32860
1 de enero de 2018;28079;Madrid;15; Ciudad Lineal;153;Quintana;24373;10743;13630
1 de enero de 2018;28079;Madrid;15; Ciudad Lineal;154;Concepción;20803;9181;11622
1 de enero de 2018;28079;Madrid;15; Ciudad Lineal;155;SanPascual;18068;8100;9968
1 de enero de 2018;28079;Madrid;15; Ciudad Lineal;156;SanJuanBautista;12433;5782;6651
1 de enero de 2018;28079;Madrid;15; Ciudad Lineal;157;Colina;6288;2835;3453
1 de enero de 2018;28079;Madrid;15; Ciudad Lineal;158;Atalaya;1575;656;919
1 de enero de 2018;28079;Madrid;15; Ciudad Lineal;159;Costillares;22019;10299;11720
1 de enero de 2018;28079;Madrid;16; Hortaleza;161;Palomas;6738;3292;3446
1 de enero de 2018;28079;Madrid;16; Hortaleza;162;Piovera;14723;7042;7681
1 de enero de 2018;28079;Madrid;16; Hortaleza;163;Canillas;40627;18933;21694
1 de enero de 2018;28079;Madrid;16; Hortaleza;164;PinardelRey;52274;24119;28155
1 de enero de 2018;28079;Madrid;16; Hortaleza;165;ApóstolSantiago;15271;7250;8021
1 de enero de 2018;28079;Madrid;16; Hortaleza;166;Valdefuentes;54297;26702;27595
1 de enero de 2018;28079;Madrid;17; Villaverde;171;VillaverdeAlto,CascoHistóricodeVillaverde;44299;21139;23160
1 de enero de 2018;28079;Madrid;17; Villaverde;172;SanCristóbal;15498;7527;7971
1 de enero de 2018;28079;Madrid;17; Villaverde;173;Butarque;18268;8859;9409
1 de enero de 2018;28079;Madrid;17; Villaverde;174;LosRosales;36975;17874;19101
1 de enero de 2018;28079;Madrid;17; Villaverde;175;Ángeles;30483;14153;16330
1 de enero de 2018;28079;Madrid;18; Villa de Vallecas;181;CascoHistóricodeVallecas;39740;19128;20612
1 de enero de 2018;28079;Madrid;18; Villa de Vallecas;182;SantaEugenia;24295;11672;12623
1 de enero de 2018;28079;Madrid;18; Villa de Vallecas;183;EnsanchedeVallecas;43614;21552;22062
1 de enero de 2018;28079;Madrid;19; Vicálvaro;191;CascoHistóricodeVicálvaro;34200;16585;17615
1 de enero de 2018;28079;Madrid;19; Vicálvaro;192;Valdebernardo;17637;8434;9203
1 de enero de 2018;28079;Madrid;19; Vicálvaro;193;Valderrivas;18180;8952;9228
1 de enero de 2018;28079;Madrid;19; Vicálvaro;194;ElCañaveral;945;490;455
1 de enero de 2018;28079;Madrid;20; San Blas-Canillejas;201;Simancas;27242;12851;14391
1 de enero de 2018;28079;Madrid;20; San Blas-Canillejas;202;Hellín;8941;4093;4848
1 de enero de 2018;28079;Madrid;20; San Blas-Canillejas;203;Amposta;8346;3851;4495
1 de enero de 2018;28079;Madrid;20; San Blas-Canillejas;204;Arcos;23939;11203;12736
1 de enero de 2018;28079;Madrid;20; San Blas-Canillejas;205;Rosas;31560;15197;16363
1 de enero de 2018;28079;Madrid;20; San Blas-Canillejas;206;Rejas;16315;8008;8307
1 de enero de 2018;28079;Madrid;20; San Blas-Canillejas;207;Canillejas;28519;13371;15148
1 de enero de 2018;28079;Madrid;20; San Blas-Canillejas;208;ElSalvador;11287;5348;5939
1 de enero de 2018;28079;Madrid;21; Barajas;211;AlamedadeOsuna;19446;9356;10090
1 de enero de 2018;28079;Madrid;21; Barajas;212;Aeropuerto;1794;922;872
1 de enero de 2018;28079;Madrid;21; Barajas;213;CascoHistóricodeBarajas;7336;3550;3786
1 de enero de 2018;28079;Madrid;21; Barajas;214;Timón;11750;5651;6099
1 de enero de 2018;28079;Madrid;21; Barajas;215;Corralejos;7510;3657;3853
1 de enero de 2018;28079;Madrid;Todos;Todos;Todos;Todos;3221824;1500340;1721484
